EngineType;CarNr;CarMake;CarModel;TD-GenartNr;TD-GenartDesc;K24-Kategorie;TD-ArtNr;PDM-ArtID;K24Number;Manufacturer;TD-ManufacturerNr
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.106.0018;4668359;NULL;TCA;4342
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);54;Schraube, Bremsscheibe;Bremsanlage;315 18 429 01 11;4666183;NULL;OES;2728
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);215;Fußmattensatz;Innenausstattung;PAL18-0045;4689855;NULL;ASU;442
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);215;Fußmattensatz;Innenausstattung;PAL18-5045;4691764;NULL;ASU;442
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046027962N-SET-MS;4673577;NULL;MSP;358
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);416;Hydraulikfilter, Automatikgetriebe;Automatikgetriebe;KIT21105;4672339;NULL;HFF;341
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);593;Verschlussschraube, Ölwanne;Schmierung;40508;4663996;NULL;BIR;208
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);654;Radlagersatz;Radaufhängung;100710L;3444760;NULL;OPT;129
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);654;Radlagersatz;Radaufhängung;802108;4662127;NULL;AUX;300
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);654;Radlagersatz;Radaufhängung;802111;4662130;NULL;AUX;300
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);654;Radlagersatz;Radaufhängung;9262002;4662811;NULL;GSP;373
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);654;Radlagersatz;Radaufhängung;KWD1074;4662254;NULL;DAY;42
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);1260;Wasserpumpe;Kühlung;053-025-0037;4707255;NULL;ABK;4657
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);1260;Wasserpumpe;Kühlung;053-025-0038;4707256;NULL;ABK;4657
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);1361;Türschloss;Schließanlage;2314207;4701506;NULL;MEZ;94
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);1361;Türschloss;Schließanlage;2314208;4701507;NULL;MEZ;94
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);1563;Lenkstockschalter;Instrumente;21031324;4698067;NULL;HFF;341
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);1563;Lenkstockschalter;Instrumente;21031332;4698069;NULL;HFF;341
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);4246;Emblem, Radzierblende;Räder;100 18 018 01 11;4671902;NULL;OES;2728
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.106.0018;4668359;NULL;TCA;4342
Mild Hybrid;135169;AUDI;A5 Sportback (F5A, F5F);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);54;Schraube, Bremsscheibe;Bremsanlage;315 18 429 01 11;4666183;NULL;OES;2728
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);82;Bremsscheibe;Bremsanlage;23-1865C;4656031;NULL;MLI;121
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);82;Bremsscheibe;Bremsanlage;800-1865C;4653104;NULL;CIF;311
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);215;Fußmattensatz;Innenausstattung;PAL18-0045;4689855;NULL;ASU;442
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);215;Fußmattensatz;Innenausstattung;PAL18-5045;4691764;NULL;ASU;442
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046027962N-SET-MS;4673577;NULL;MSP;358
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);416;Hydraulikfilter, Automatikgetriebe;Automatikgetriebe;KIT21105;4672339;NULL;HFF;341
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);593;Verschlussschraube, Ölwanne;Schmierung;40508;4663996;NULL;BIR;208
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);654;Radlagersatz;Radaufhängung;100710L;3444760;NULL;OPT;129
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);654;Radlagersatz;Radaufhängung;802108;4662127;NULL;AUX;300
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);654;Radlagersatz;Radaufhängung;802111;4662130;NULL;AUX;300
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);654;Radlagersatz;Radaufhängung;9262002;4662811;NULL;GSP;373
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);654;Radlagersatz;Radaufhängung;KWD1074;4662254;NULL;DAY;42
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);666;Dichtung, Unterdruckpumpe;Bremsanlage;115 262;4661852;NULL;TON;301
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);1260;Wasserpumpe;Kühlung;053-025-0037;4707255;NULL;ABK;4657
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);1260;Wasserpumpe;Kühlung;053-025-0038;4707256;NULL;ABK;4657
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);1361;Türschloss;Schließanlage;2314207;4701506;NULL;MEZ;94
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);1361;Türschloss;Schließanlage;2314208;4701507;NULL;MEZ;94
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);1563;Lenkstockschalter;Instrumente;21031324;4698067;NULL;HFF;341
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);3105;Ölwanne, Automatikgetriebe;Automatikgetriebe;118 868;4681994;NULL;TON;301
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);4144;Drucksensor, Bremskraftverstärker;Bremsanlage;117 108;4672405;NULL;TON;301
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);4246;Emblem, Radzierblende;Räder;100 18 018 01 11;4671902;NULL;OES;2728
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.106.0018;4668359;NULL;TCA;4342
Mild Hybrid;135170;AUDI;A5 Sportback (F5A, F5F);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);54;Schraube, Bremsscheibe;Bremsanlage;315 18 429 01 11;4666183;NULL;OES;2728
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);82;Bremsscheibe;Bremsanlage;23-1865C;4656031;NULL;MLI;121
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);82;Bremsscheibe;Bremsanlage;800-1865C;4653104;NULL;CIF;311
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);416;Hydraulikfilter, Automatikgetriebe;Automatikgetriebe;KIT21104;4672338;NULL;HFF;341
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);416;Hydraulikfilter, Automatikgetriebe;Automatikgetriebe;KIT21105;4672339;NULL;HFF;341
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);593;Verschlussschraube, Ölwanne;Schmierung;40508;4663996;NULL;BIR;208
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;100710L;3444760;NULL;OPT;129
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;802108;4662127;NULL;AUX;300
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;802111;4662130;NULL;AUX;300
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;9262002;4662811;NULL;GSP;373
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;KWD1074;4662254;NULL;DAY;42
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);938;Stoßfänger;Karosserie;AD6241044;4649668;NULL;PRA;340
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);1260;Wasserpumpe;Kühlung;053-025-0037;4707255;NULL;ABK;4657
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);1260;Wasserpumpe;Kühlung;053-025-0038;4707256;NULL;ABK;4657
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);4246;Emblem, Radzierblende;Räder;100 18 018 01 11;4671902;NULL;OES;2728
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.106.0018;4668359;NULL;TCA;4342
Mild Hybrid;135171;AUDI;A5 Cabriolet (F57, F5E);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);54;Schraube, Bremsscheibe;Bremsanlage;315 18 429 01 11;4666183;NULL;OES;2728
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);82;Bremsscheibe;Bremsanlage;23-1865C;4656031;NULL;MLI;121
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);82;Bremsscheibe;Bremsanlage;800-1865C;4653104;NULL;CIF;311
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);416;Hydraulikfilter, Automatikgetriebe;Automatikgetriebe;KIT21104;4672338;NULL;HFF;341
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);593;Verschlussschraube, Ölwanne;Schmierung;40508;4663996;NULL;BIR;208
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;100710L;3444760;NULL;OPT;129
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;802111;4662130;NULL;AUX;300
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;9262002;4662811;NULL;GSP;373
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);938;Stoßfänger;Karosserie;AD6241044;4649668;NULL;PRA;340
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);1260;Wasserpumpe;Kühlung;053-025-0037;4707255;NULL;ABK;4657
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);1260;Wasserpumpe;Kühlung;053-025-0038;4707256;NULL;ABK;4657
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);1260;Wasserpumpe;Kühlung;570047N;4707347;NULL;DAS;80
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);1563;Lenkstockschalter;Instrumente;21031324;4698067;NULL;HFF;341
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);1563;Lenkstockschalter;Instrumente;21031332;4698069;NULL;HFF;341
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);4246;Emblem, Radzierblende;Räder;100 18 018 01 11;4671902;NULL;OES;2728
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.106.0018;4668359;NULL;TCA;4342
Mild Hybrid;135172;AUDI;A5 Cabriolet (F57, F5E);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Mild Hybrid;135173;AUDI;A5 (F53, F5P);54;Schraube, Bremsscheibe;Bremsanlage;315 18 429 01 11;4666183;NULL;OES;2728
Mild Hybrid;135173;AUDI;A5 (F53, F5P);82;Bremsscheibe;Bremsanlage;23-1865C;4656031;NULL;MLI;121
Mild Hybrid;135173;AUDI;A5 (F53, F5P);82;Bremsscheibe;Bremsanlage;800-1865C;4653104;NULL;CIF;311
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;135173;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;135173;AUDI;A5 (F53, F5P);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;135173;AUDI;A5 (F53, F5P);416;Hydraulikfilter, Automatikgetriebe;Automatikgetriebe;KIT21104;4672338;NULL;HFF;341
Mild Hybrid;135173;AUDI;A5 (F53, F5P);416;Hydraulikfilter, Automatikgetriebe;Automatikgetriebe;KIT21105;4672339;NULL;HFF;341
Mild Hybrid;135173;AUDI;A5 (F53, F5P);593;Verschlussschraube, Ölwanne;Schmierung;40508;4663996;NULL;BIR;208
Mild Hybrid;135173;AUDI;A5 (F53, F5P);654;Radlagersatz;Radaufhängung;100710L;3444760;NULL;OPT;129
Mild Hybrid;135173;AUDI;A5 (F53, F5P);654;Radlagersatz;Radaufhängung;802108;4662127;NULL;AUX;300
Mild Hybrid;135173;AUDI;A5 (F53, F5P);654;Radlagersatz;Radaufhängung;802111;4662130;NULL;AUX;300
Mild Hybrid;135173;AUDI;A5 (F53, F5P);654;Radlagersatz;Radaufhängung;9262002;4662811;NULL;GSP;373
Mild Hybrid;135173;AUDI;A5 (F53, F5P);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;135173;AUDI;A5 (F53, F5P);654;Radlagersatz;Radaufhängung;KWD1074;4662254;NULL;DAY;42
Mild Hybrid;135173;AUDI;A5 (F53, F5P);666;Dichtung, Unterdruckpumpe;Bremsanlage;115 262;4661852;NULL;TON;301
Mild Hybrid;135173;AUDI;A5 (F53, F5P);938;Stoßfänger;Karosserie;AD6241044;4649668;NULL;PRA;340
Mild Hybrid;135173;AUDI;A5 (F53, F5P);1260;Wasserpumpe;Kühlung;053-025-0037;4707255;NULL;ABK;4657
Mild Hybrid;135173;AUDI;A5 (F53, F5P);1260;Wasserpumpe;Kühlung;053-025-0038;4707256;NULL;ABK;4657
Mild Hybrid;135173;AUDI;A5 (F53, F5P);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;135173;AUDI;A5 (F53, F5P);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;135173;AUDI;A5 (F53, F5P);1563;Lenkstockschalter;Instrumente;21031324;4698067;NULL;HFF;341
