Artikelnummer;ArticleID;K24Number;ArticleDesignation;CustomsTariffNumber
1130-13871;31433;1130-13871;[PH] Abdeckung, Außenspiegel;87082990
1130-13927;32047;1130-13927;[PH] Spiegelglas, Außenspiegel;70091000
1130-14828;643828;1130-14828;[AKA] Außenspiegel;70091000
1130-15082;644304;1130-15082;[AKA] Spiegelglas, Außenspiegel;70091000
1130-15194;644419;1130-15194;[AKA] Spiegelglas, Außenspiegel;70091000
1130-15194;644419;1130-15194;[AKA] Spiegelglas, Außenspiegel;70091000
1130-3807;639603;1130-3807;[AKA] Spiegelglas, Außenspiegel;70091000
1130-4583;638945;1130-4583;[AKA] Spiegelglas, Außenspiegel;70091000
1130-4625;639235;1130-4625;[AKA] Spiegelglas, Außenspiegel;70091000
1130-6903;637204;1130-6903;[AKA] Spiegelglas, Außenspiegel;70091000
1130-6920;637166;1130-6920;[AKA] Spiegelglas, Außenspiegel;70091000
1130-6949;637148;1130-6949;[AKA] Spiegelglas, Außenspiegel;70091000
1130-7229;637598;1130-7229;[AKA] Außenspiegel;70091000
1130-8019;638098;1130-8019;[AKA] Spiegelglas, Außenspiegel;70091000
1130-8221;67223;1130-8221;[PH] Spiegelglas, Außenspiegel;70091000
1130-8233;67318;1130-8233;[PH] Spiegelglas, Außenspiegel;70091000
1130-8554;67815;1130-8554;[PH] Außenspiegel;70091000
1130-8661;638193;1130-8661;[AKA] Spiegelglas, Außenspiegel;70091000
1130-8707;638236;1130-8707;[AKA] Spiegelglas, Außenspiegel;70091000
1130-8713;638177;1130-8713;[AKA] Spiegelglas, Außenspiegel;70091000
1130-8726;71392;1130-8726;[PH] Außenspiegel;70091000
1130-9063;70382;1130-9063;[PH] Abdeckung, Außenspiegel;87082990
1130-9064;70383;1130-9064;[PH] Abdeckung, Außenspiegel;87082990
1130-9135;70095;1130-9135;[PH] Spiegelglas, Außenspiegel;70091000
1130-9387;641371;1130-9387;[AKA] Spiegelglas, Außenspiegel;70091000
1130-9387;641371;1130-9387;[AKA] Spiegelglas, Außenspiegel;70091000
1130-9389;641373;1130-9389;[AKA] Spiegelglas, Außenspiegel;70091000
1130-9389;641373;1130-9389;[AKA] Spiegelglas, Außenspiegel;70091000
1135-101868;1628007;1135-101868;[MYE] Gasfeder, Koffer-/Laderaum;83023000
1135-102330;1385637;1135-102330;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-102514;1388456;1135-102514;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-102528;1388718;1135-102528;[STL] Gasfeder, Heckscheibe;87082990
1135-102550;1390332;1135-102550;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-102888;1885219;1135-102888;[JO] Gasfeder, Koffer-/Laderaum;87082990
1135-104103;2137858;1135-104103;[TRN] Gasfeder, Koffer-/Laderaum;83023000
1135-104517;1462025;1135-104517;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-104621;1495695;1135-104621;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-104624;1496838;1135-104624;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-104774;1536782;1135-104774;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-104836;1551683;1135-104836;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-104874;1555572;1135-104874;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-104900;1556416;1135-104900;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-108408;1754819;1135-108408;[ABK] Gasfeder, Motorhaube;87082990
1135-108423;1754852;1135-108423;[ABK] Gasfeder, Motorhaube;87082990
1135-108431;1754870;1135-108431;[ABK] Gasfeder, Koffer-/Laderaum;87082990
1135-109944;2271587;1135-109944;[MAR] Gasfeder, Koffer-/Laderaum;87082990
1135-110061;1925162;1135-110061;[DID] Gasfeder, Koffer-/Laderaum;87088099
1135-111736;1753972;1135-111736;[ABK] Gasfeder, Koffer-/Laderaum;87082990
1135-112302;1754155;1135-112302;[ABK] Gasfeder, Koffer-/Laderaum;87082990
1135-112553;1753864;1135-112553;[ABK] Gasfeder, Motorhaube;87082990
1135-113668;2981639;1135-113668;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-113710;2981681;1135-113710;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-114541;2982587;1135-114541;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-114946;2958501;1135-114946;[STL] Gasfeder, Koffer-/Laderaum;87082990
1135-116024;3083057;1135-116024;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116024;3083057;1135-116024;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116024;3083057;1135-116024;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116028;3083061;1135-116028;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116043;3083076;1135-116043;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116046;3083079;1135-116046;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116060;3083093;1135-116060;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116060;3083093;1135-116060;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116060;3083093;1135-116060;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116060;3083093;1135-116060;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116060;3083093;1135-116060;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116113;3083147;1135-116113;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116114;3083148;1135-116114;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116115;3083149;1135-116115;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116117;3083151;1135-116117;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-116127;3083161;1135-116127;[f.becker_line] Gasfeder, Koffer-/Laderaum;87082990
1135-118248;3874195;1135-118248;[KFT] Gasfeder, Koffer-/Laderaum;87082990
1135-1396;43756;1135-1396;[PH] Gasfeder, Koffer-/Laderaum;87082990
1135-2059;443203;1135-2059;[FEB] Gasfeder, Motorhaube;83024200
1135-4326;34170;1135-4326;[PH] Gasfeder, Koffer-/Laderaum;87082990
1135-4924;373696;1135-4924;[MON] Gasfeder, Koffer-/Laderaum;87082990
1135-4956;373846;1135-4956;[MON] Gasfeder, Heckscheibe;87082990
1135-5273;373026;1135-5273;[MON] Gasfeder, Motorhaube;87082990
1135-5690;27691;1135-5690;[PH] Gasfeder, Koffer-/Laderaum;87082990
1135-5715;25713;1135-5715;[PH] Gasfeder, Koffer-/Laderaum;87082990
1135-5788;28879;1135-5788;[PH] Gasfeder, Koffer-/Laderaum;87082990
1135-6287;359969;1135-6287;[MON] Gasfeder, Koffer-/Laderaum;87082990
1135-6365;31497;1135-6365;[PH] Gasfeder, Koffer-/Laderaum;87082990
1140-0239;440733;1140-0239;[FEB] Türschloss;83016000
1140-0549;218782;1140-0549;[TON] Türschloss;83012000
1140-0576;233866;1140-0576;[TON] Heckklappengriff;87082990
1140-100199;1640735;1140-100199;[MYE] Türgriffrahmen;83023000
1140-100229;2044022;1140-100229;[MEZ] Heckklappengriff;39263000
1140-101647;2559624;1140-101647;[VAI] Verriegelungsknopf;87089997
1140-102117;2970068;1140-102117;[ESN] Türschloss;83012000
1140-102259;2994266;1140-102259;[MEZ] Heckklappenschloss;83012000
1140-102259;2994266;1140-102259;[MEZ] Heckklappenschloss;83012000
1140-102553;2994193;1140-102553;[MEZ] Türschloss;83012000
1140-102593;2994235;1140-102593;[MEZ] Türschloss;83012000
1140-102593;2994235;1140-102593;[MEZ] Türschloss;83012000
1140-102603;2994264;1140-102603;[MEZ] Heckklappenschloss;83012000
1140-102603;2994264;1140-102603;[MEZ] Heckklappenschloss;83012000
1140-103016;3117917;1140-103016;[MEA] Türschloss;83012000
1140-104402;4281991;1140-104402;[AIC] Heckklappenschloss;83012000
1210-14783;21548;1210-14783;[LRT] Krümmer, Abgasanlage;87089235
1210-14789;21536;1210-14789;[LRT] Krümmer, Abgasanlage;87089235
1210-14789;21536;1210-14789;[LRT] Krümmer, Abgasanlage;87089235
1211-113125;2839460;1211-113125;[PH] Ölleitung, Lader;87089997
1211-118164;2988329;1211-118164;[PH] Montagesatz, Lader;87089997
1211-123037;3056933;1211-123037;[JP] Ölleitung, Lader;87089997
1211-123694;3251669;1211-123694;[PH] Lader, Aufladung;87089997
1211-123694;3251669;1211-123694;[PH] Lader, Aufladung;87089997
1211-123733;3251774;1211-123733;[PH] Lader, Aufladung;87089997
1211-123740;3251800;1211-123740;[PH] Lader, Aufladung;87089997
1211-123853;3252661;1211-123853;[PH] Lader, Aufladung;87089997
1211-2097;668213;1211-2097;[BTS] Montagesatz, Lader;84849000
1220-0631;91192;1220-0631;[PH] Endschalldämpfer;87089235
1220-0770;87161;1220-0770;[PH] Endschalldämpfer;87089235
1220-100273;1063542;1220-100273;[BOL] Endschalldämpfer;87089235
1220-100859;1067281;1220-100859;[BOL] Mittelschalldämpfer;87089235
1220-101213;1159920;1220-101213;[BOL] Endschalldämpfer;87089235
1220-101213;1159920;1220-101213;[BOL] Endschalldämpfer;87089235
1220-102519;1073216;1220-102519;[BOL] Mittelschalldämpfer;87089235
1220-102519;1073216;1220-102519;[BOL] Mittelschalldämpfer;87089235
1220-102623;1160840;1220-102623;[BOL] Endschalldämpfer;87089235
1220-103434;1071325;1220-103434;[BOL] Abgasrohr;87089235
1220-104628;1161575;1220-104628;[BOL] Abgasrohr;87089235
1220-105645;1256004;1220-105645;[ASM] Endschalldämpfer;87089235
1220-106084;1219079;1220-106084;[PLM] Mittelschalldämpfer;87089235
1220-106140;1224389;1220-106140;[PLM] Endschalldämpfer;87089235
1220-109875;1271962;1220-109875;[PLM] Abgasrohr;87089235
1220-110225;1307172;1220-110225;[PLM] Endschalldämpfer;87089235
1220-126258;1685157;1220-126258;[EAT] Endschalldämpfer;87089235
1220-127639;1398165;1220-127639;[EAT] Abgasrohr;87089235
1220-127968;1412577;1220-127968;[EAT] Abgasrohr;87089235
1220-128020;1414591;1220-128020;[EAT] Mittelschalldämpfer;87089235
1220-128138;1422348;1220-128138;[EAT] Endschalldämpfer;87089235
1220-128142;1422419;1220-128142;[EAT] Abgasrohr;87089235
1220-128188;1426482;1220-128188;[EAT] Mittelschalldämpfer;87089235
1220-128275;1431449;1220-128275;[EAT] Mittelschalldämpfer;87089235
1220-129795;1495102;1220-129795;[EB] Endschalldämpfer;87089235
1220-132452;2041564;1220-132452;[LRT] Reparaturrohr, Mittelschalldämpfer;87089235
1220-135282;1679635;1220-135282;[ASM] Endschalldämpfer;87089235
1220-136841;1929901;1220-136841;[PLM] Endschalldämpfer;87089235
1220-136980;2007500;1220-136980;[PLM] Mittelschalldämpfer;87089235
1220-13751;106403;1220-13751;[PH] Endschalldämpfer;87089235
1220-13779;107710;1220-13779;[PH] Mittelschalldämpfer;87089235
1220-138871;2600665;1220-138871;[VEZ] Endschalldämpfer;87089235
1220-14084;112258;1220-14084;[PH] Abgasrohr;87089235
1220-1417;102485;1220-1417;[PH] Endschalldämpfer;87089235
1220-14260;108868;1220-14260;[PH] Endschalldämpfer;87089235
1220-14562;108248;1220-14562;[PH] Mittelschalldämpfer;87089235
1220-146131;3220258;1220-146131;[VEZ] Endschalldämpfer;87089235
1220-14824;111858;1220-14824;[PH] Endschalldämpfer;87089235
1220-14830;108262;1220-14830;[PH] Endschalldämpfer;87089235
1220-14845;70848;1220-14845;[PH] Endschalldämpfer;87089235
1220-14882;110175;1220-14882;[PH] Mittelschalldämpfer;87089235
1220-14912;110017;1220-14912;[PH] Mittelschalldämpfer;87089235
1220-14917;111647;1220-14917;[PH] Endschalldämpfer;87089235
1220-154346;3329019;1220-154346;[PLM] Endschalldämpfer;87089235
1220-154687;3442836;1220-154687;[BOL] Endschalldämpfer;87089235
1220-15590;548746;1220-15590;[WAK] Endschalldämpfer;87089235
1220-15677;549615;1220-15677;[WAK] Endschalldämpfer;87089235
1220-15677;549615;1220-15677;[WAK] Endschalldämpfer;87089235
1220-15677;549615;1220-15677;[WAK] Endschalldämpfer;87089235
1220-15720;549739;1220-15720;[WAK] Mittelschalldämpfer;87089235
1220-15720;549739;1220-15720;[WAK] Mittelschalldämpfer;87089235
1220-15789;549950;1220-15789;[WAK] Endschalldämpfer;87089235
1220-1639;101093;1220-1639;[PH] Endschalldämpfer;87089235
1220-1643;101097;1220-1643;[PH] Endschalldämpfer;87089235
1220-17021;122227;1220-17021;[PH] Endschalldämpfer;87089235
1220-17073;121370;1220-17073;[PH] Endschalldämpfer;87089235
1220-17143;121708;1220-17143;[PH] Mittelschalldämpfer;87089235
1220-1747;89964;1220-1747;[PH] Mittelschalldämpfer;87089235
1220-17483;119239;1220-17483;[PH] Abgasrohr;87089235
1220-17563;119533;1220-17563;[PH] Abgasrohr;87089235
1220-17635;119834;1220-17635;[PH] Endschalldämpfer;87089235
1220-18076;541535;1220-18076;[WAK] Endschalldämpfer;87089235
1220-18896;115939;1220-18896;[PH] Mittelschalldämpfer;87089235
1220-18899;115978;1220-18899;[PH] Abgasrohr;87089235
1220-19125;117608;1220-19125;[PH] Endschalldämpfer;87089235
1220-19286;118204;1220-19286;[PH] Mittelschalldämpfer;87089235
1220-19332;544840;1220-19332;[WAK] Abgasrohr;87089235
1220-1954;94851;1220-1954;[PH] Mittelschalldämpfer;87089235
1220-19770;527765;1220-19770;Endschalldämpfer  inkl. Anbausatz  (936);87089235
1220-20727;113489;1220-20727;[PH] Endschalldämpfer;87089235
1220-20776;113613;1220-20776;[PH] Abgasrohr;87089235
1220-21772;572776;1220-21772;Abgasanlage  (936);87089235
1220-2411;82586;1220-2411;[PH] Mittelschalldämpfer;87089235
1220-3102;86893;1220-3102;[PH] Mittelschalldämpfer;87089235
1220-3556;67282;1220-3556;[PH] Rohrverbinder, Abgasanlage;87089235
1220-3557;67283;1220-3557;[PH] Rohrverbinder, Abgasanlage;87089235
1220-3587;67510;1220-3587;[PH] Rohrverbinder, Abgasanlage;87089235
1220-3587;67510;1220-3587;[PH] Rohrverbinder, Abgasanlage;87089235
1220-3588;67511;1220-3588;[PH] Rohrverbinder, Abgasanlage;87089235
1220-4173;75068;1220-4173;[PH] Abgasrohr;87089235
1220-4680;88139;1220-4680;[PH] Abgasrohr;87089235
1220-4815;89433;1220-4815;[PH] Rohrverbinder, Abgasanlage;87089235
1220-4817;89618;1220-4817;[PH] Rohrverbinder, Abgasanlage;87089235
1220-5460;77819;1220-5460;[PH] Endschalldämpfer;87089235
1220-5891;79428;1220-5891;[PH] Rohrverbinder, Abgasanlage;87089235
1220-5891;79428;1220-5891;[PH] Rohrverbinder, Abgasanlage;87089235
1220-5892;79429;1220-5892;[PH] Rohrverbinder, Abgasanlage;87089235
1220-5892;79429;1220-5892;[PH] Rohrverbinder, Abgasanlage;87089235
1220-5992;106020;1220-5992;[PH] Endschalldämpfer;87089235
1220-6024;106029;1220-6024;[PH] Endschalldämpfer;87089235
1220-6891;107644;1220-6891;[PH] Mittelschalldämpfer;87089235
1220-7667;567217;1220-7667;[WAK] Mittelschalldämpfer;87089235
1220-7730;567577;1220-7730;[WAK] Endschalldämpfer;87089235
1230-0094;338;1230-0094;[PH] Katalysator;87089235
1230-0237;852;1230-0237;[PH] Katalysator;87089235
1230-0462;2242;1230-0462;[PH] Katalysator;87089235
1230-0537;2534;1230-0537;[PH] Katalysator;87089235
1230-0999;556039;1230-0999;[WAK] Katalysator;84213935
1230-101686;1046879;1230-101686;[ASL] Katalysator;87089235
1230-108926;1622463;1230-108926;[PH] Katalysator;87089235
1230-109004;1622631;1230-109004;[PH] Ruß-/Partikelfilter, Abgasanlage;87089235
1230-109236;1711589;1230-109236;[EAT] Reparaturrohr, Katalysator;87089235
1230-119825;3367363;1230-119825;[ASL] Ruß-/Partikelfilter, Abgasanlage;87089235
1230-1202;559285;1230-1202;[WAK] Katalysator;84213935
1230-1219;3080;1230-1219;[PH] Katalysator;87089235
1230-18255;11065;1230-18255;[PH] Katalysator;87089235
1230-18975;10399;1230-18975;[PH] Ruß-/Partikelfilter, Abgasanlage;87089235
1230-4153;5353;1230-4153;[PH] Katalysator;87089235
1230-6524;9541;1230-6524;[PH] Katalysator;87089235
1240-102497;1215719;1240-102497;[WAK] Dichtung, Abgasrohr;87089299
1240-102531;1224147;1240-102531;[WAK] Gummistreifen, Abgasanlage;87089299
1240-102536;1225935;1240-102536;[WAK] Gummistreifen, Abgasanlage;87089299
1240-102823;1214194;1240-102823;[WAK] Dichtung, Abgasrohr;87089299
1240-102876;1243477;1240-102876;[WAK] Dichtung, Abgasrohr;87089299
1240-102888;1248594;1240-102888;[WAK] Gummistreifen, Abgasanlage;87089299
1240-102913;1262708;1240-102913;[WAK] Gummistreifen, Abgasanlage;87089299
1240-102947;1271031;1240-102947;[WAK] Dichtung, Abgasrohr;87089299
1240-102959;1278350;1240-102959;[WAK] Klemmstück, Abgasanlage;87089299
1240-102973;1187925;1240-102973;[WAK] Klemmstück, Abgasanlage;87089299
1240-104634;1208889;1240-104634;[WAK] Dichtung, Abgasrohr;87089299
1240-104763;1263370;1240-104763;[KFT] Rohrverbinder, Abgasanlage;87089235
1240-104766;1263865;1240-104766;[KFT] Anschlagpuffer, Schalldämpfer;87089299
1240-104769;1265487;1240-104769;[KFT] Rohrverbinder, Abgasanlage;87089235
1240-104885;1306644;1240-104885;[KFT] Rohrverbinder, Abgasanlage;87089235
1240-104885;1306644;1240-104885;[KFT] Rohrverbinder, Abgasanlage;87089235
1240-104909;1188441;1240-104909;[WAK] Dichtung, Abgasrohr;87089299
1240-110853;1322134;1240-110853;[VEZ] Flexrohr, Abgasanlage;87089235
1240-111026;1322833;1240-111026;[VEZ] Halter, Schalldämpfer;87089235
1240-11165;1329;1240-11165;Anbausatz für Auspuff (9946);87089299
1240-11632;4469;1240-11632;Anbausatz für Auspuff (9946);87089299
1240-11632;4469;1240-11632;Anbausatz für Auspuff (9946);87089299
1240-119317;1724217;1240-119317;[EAT] Rohrverbinder, Abgasanlage;87089235
1240-120092;1439960;1240-120092;[EAT] Rohrverbinder, Abgasanlage;87089235
1240-120214;1446884;1240-120214;[EAT] Rohrverbinder, Abgasanlage;87089235
1240-120215;1446885;1240-120215;[EAT] Rohrverbinder, Abgasanlage;87089235
1240-120532;1503407;1240-120532;[EAT] Reparatursatz, Abgasrohr;87089235
1240-120618;1508561;1240-120618;[EAT] Halter, Abgasanlage;87089299
1240-120628;1508653;1240-120628;[EAT] Halter, Abgasanlage;87089299
1240-120934;1559702;1240-120934;[WAK] Klemmstück, Abgasanlage;87089299
1240-122357;2023204;1240-122357;[LRT] Flexrohr, Abgasanlage;87089235
1240-122616;2436503;1240-122616;[WAK] Halter, Abgasanlage;87089299
1240-123950;1760646;1240-123950;[JP] Halter, Schalldämpfer;87089299
1240-12411;540116;1240-12411;[WAK] Klemmstück, Abgasanlage;87089299
1240-124566;2598390;1240-124566;[VEZ] Dichtung, Abgasrohr;87089235
1240-125154;2602373;1240-125154;[VEZ] Montagesatz, Abgasanlage;87089235
1240-126052;2608049;1240-126052;[VEZ] Dichtung, Abgasrohr;87089235
1240-126864;2663531;1240-126864;[PH] Flexrohr, Abgasanlage;87089235
1240-127286;2436492;1240-127286;[WAK] Dichtung, Abgasrohr;87089299
1240-128742;2228476;1240-128742;[LRT] Rohrverbinder, Abgasanlage;87089235
1240-128743;2228479;1240-128743;[LRT] Rohrverbinder, Abgasanlage;87089235
1240-128746;2228489;1240-128746;[LRT] Rohrverbinder, Abgasanlage;87089235
1240-128803;2839038;1240-128803;[WAK] Dichtung, Abgasrohr;87089299
1240-130207;3380681;1240-130207;[JP] Dichtung, Abgasrohr;84841000
1240-14399;512701;1240-14399;[HJS] Rohrverbinder, Abgasanlage;87089235
1240-14399;512701;1240-14399;[HJS] Rohrverbinder, Abgasanlage;87089235
1240-15183;6625;1240-15183;Anbausatz für Schalldämpfer (9946);87089299
1240-15183;6625;1240-15183;Anbausatz für Schalldämpfer (9946);87089299
1240-1555;102571;1240-1555;[PH] Dichtung, Abgasrohr;87089299
1240-2626;67891;1240-2626;[PH] Gummistreifen, Abgasanlage;87089299
1240-2728;79755;1240-2728;[PH] Gummistreifen, Abgasanlage;87089299
1240-2742;79845;1240-2742;[PH] Klemmstück, Abgasanlage;87089299
1240-2743;79846;1240-2743;[PH] Klemmstück, Abgasanlage;87089299
1240-2811;1177294;1240-2811;Anbausatz für Auspuff (9946);87089299
1240-3116;199979;1240-3116;[TON] Rohrverbinder, Abgasanlage;87089235
1240-3117;200080;1240-3117;[TON] Rohrverbinder, Abgasanlage;87089235
1240-3122;200084;1240-3122;[TON] Rohrverbinder, Abgasanlage;87089235
1240-3122;200084;1240-3122;[TON] Rohrverbinder, Abgasanlage;87089235
1240-3174;4674;1240-3174;FLEXROHR OHNE ANSCHLUSSROHR (975);87089235
1240-3219;4768;1240-3219;FLEXROHR MIT ANSCHLUSSROHR (975);87089235
1240-3223;4772;1240-3223;FLEXROHR MIT ANSCHLUSSROHR (975);87089235
1240-3225;4773;1240-3225;FLEXROHR MIT ANSCHLUSSROHR (975);87089235
1240-3228;4776;1240-3228;FLEXROHR MIT ANSCHLUSSROHR (975);87089235
1240-3232;4562;1240-3232;FLEXROHR MIT ANSCHLUSSROHR (975);87089235
1240-3232;4562;1240-3232;FLEXROHR MIT ANSCHLUSSROHR (975);87089235
1240-4523;558424;1240-4523;[WAK] Klemmstück, Abgasanlage;87089299
1240-4526;558425;1240-4526;[WAK] Klemmstück, Abgasanlage;87089299
1240-46121;7019;1240-46121;Anbausatz für Auspuff (9946);87089299
1240-46121;7019;1240-46121;Anbausatz für Auspuff (9946);87089299
1240-5052;575414;1240-5052;[WAK] Halter, Abgasanlage;87089299
1240-5090;575423;1240-5090;[WAK] Dichtung, Abgasrohr;87089299
1240-5779;563535;1240-5779;[WAK] Montagesatz, Abgasanlage;87089299
1240-9827;235;1240-9827;Anbausatz für Auspuff (9946);87089299
1260-0608;299039;1260-0608;[NGK] Lambdasonde;87089997
