TD-ArtNr;PDM-ArticleID;PDM-K24Nr
ABAKUS-4059M04;1843716;1130-118968
ABAKUS-4059M05;1843719;1130-118969
ABAKUS-4059M06;1843720;1130-118970
ABAKUS-4059M07;4518547;1130-129143
ABAKUS-4059M08;4518548;1130-129144
ABAKUS-4060C01;1843765;1130-118971
ABAKUS-4060C02;1843767;1130-118972
ABAKUS-4060C03;1843769;1130-118973
ABAKUS-4060C04;1843771;1130-118974
ABAKUS-4060C07;3612525;1130-125667
ABAKUS-4060C08;3612526;1130-125668
ABAKUS-4060G01;1843773;1130-118975
ABAKUS-4060G02;1843775;1130-118976
ABAKUS-4060G03;3947116;1130-127868
ABAKUS-4060G04;3947117;1130-127869
ABAKUS-4060G05;3947118;1130-127870
ABAKUS-4060M01;4518549;1130-129145
ABAKUS-4060M02;4518550;1130-129146
ABAKUS-4060M03;4518551;1130-129147
ABAKUS-4060M04;4518552;1130-129148
ABAKUS-4060M05;4518553;1130-129149
ABAKUS-4060M06;4518554;1130-129150
ABAKUS-4060M07;4518555;1130-129151
ABAKUS-4060M08;4518556;1130-129152
ABAKUS-4060M09;4518557;1130-129153
ABAKUS-4060M10;4518558;1130-129154
ABAKUS-4060S01;3234668;1010-108867
ABAKUS-4060S02;3234669;1010-108868
ABAKUS-4121S01;3234670;1010-108869
ABAKUS-4121S02;3234671;1010-108870
ABAKUS-431-11A4LMLDEM1;1852531;1020-120609
ABAKUS-431-11A4LMLDEM2;1852533;1020-120610
ABAKUS-431-11A4RMLDEM1;1852535;1020-120611
ABAKUS-431-11A4RMLDEM2;1852537;1020-120612
ABAKUS-431-11A7LMLDHEM;1852539;1020-120613
ABAKUS-431-11A7PMLDEM1;1852541;1020-120614
ABAKUS-431-11A7PMLDEM2;1852543;1020-120615
ABAKUS-431-11A7RMLDHEM;1852545;1020-120616
ABAKUS-431-11C9LMLDEM1;3608599;1020-128553
ABAKUS-431-11C9LMLDEM2;3608600;1020-128554
ABAKUS-431-11C9LMLEMD1;1852599;1020-120639
ABAKUS-431-11C9LMLEMD2;1852601;1020-120640
ABAKUS-431-11C9LMLEMN1;3608601;1020-128555
ABAKUS-431-11C9LMLEMN2;3608602;1020-128556
ABAKUS-431-11C9RMLDEM1;3608603;1020-128557
ABAKUS-431-11C9RMLDEM2;3608604;1020-128558
ABAKUS-431-11C9RMLEMD1;1852608;1020-120641
ABAKUS-431-11C9RMLEMD2;1852610;1020-120642
ABAKUS-431-11C9RMLEMN1;3608605;1020-128559
ABAKUS-431-11C9RMLEMN2;3608606;1020-128560
ABAKUS-431-11D2PXLDEM2;4119527;1020-130921
ABAKUS-431-11D2PXLEMN2;4119528;1020-130922
ABAKUS-431-19D2L-UE;1853010;1030-114738
ABAKUS-431-19D2L-UEN;4182784;1030-121211
ABAKUS-431-19D2P-UE-SR;4119483;1030-120708
ABAKUS-431-19D2R-UE;1853012;1030-114739
ABAKUS-431-19D2R-UEN;4182785;1030-121212
ABAKUS-431-2038L-UQ;3667827;1020-129555
ABAKUS-431-2038R-UQ;3667828;1020-129556
ABAKUS-431-2109N-WE;3538095;1040-103206
ABAKUS-431-2505L-UD;3234278;1125-122486
ABAKUS-431-2505R-UD;3234279;1125-122487
ABAKUS-431-2906R-LD-UQ;3232305;1040-102789
ABAKUS-431-4007L-LD-UE;3603904;1030-119246
ABAKUS-440-1131L-LD-EM;1273647;1020-105925
ABAKUS-440-1131L-LDEMF;1240037;1020-105762
ABAKUS-440-1131R-LD-EM;1273662;1020-105926
ABAKUS-440-1131R-LDEMF;1188502;1020-105659
ABAKUS-440-1137L-LD-EM;1258781;1020-105821
ABAKUS-440-1137L-LDEMF;1272793;1020-105906
ABAKUS-440-1137R-LD-EM;1273179;1020-105915
ABAKUS-440-1137R-LDEMF;1192126;1020-105661
ABAKUS-440-1196LMLEHMN;1855863;1020-120810
ABAKUS-440-1196RMLEHMN;1855869;1020-120813
ABAKUS-440-11D4LMLDEM2;3608668;1020-128618
ABAKUS-440-11D4RMLDEM2;3608669;1020-128619
ABAKUS-440-1406N-UE-S;1855968;1010-107254
ABAKUS-440-1926L-AE;1856214;1030-114797
ABAKUS-440-1926R-AE;1856216;1030-114798
ABAKUS-440-1927L-UE;1203609;1030-104117
ABAKUS-440-1927R-UE;1212448;1030-104133
ABAKUS-440-19A8L-WE;4182844;1030-121269
ABAKUS-440-19A8R-WE;4182845;1030-121270
ABAKUS-440-2010L-AQ;3667831;1020-129559
ABAKUS-440-2010R-AQ;3667832;1020-129560
ABAKUS-440-2520L-UD;3234286;1125-122494
ABAKUS-440-2520R-UD;3234287;1125-122495
ABAKUS-440-2532L-UD;3234288;1125-122496
ABAKUS-440-2532R-UD;3234289;1125-122497
ABAKUS-441-1111L-LD-E;1856739;1020-117257
ABAKUS-441-1111R-LD-E;1856743;1020-117258
ABAKUS-441-1115L-LD-E;1856763;1020-117263
ABAKUS-441-1115PXLD-2;1856764;1020-120904
ABAKUS-441-1115R-LD-E;1856767;1020-117264
ABAKUS-441-1147PXLDAE;1856899;1020-120935
ABAKUS-441-1147PXLDAE2;1856901;1020-120936
ABAKUS-441-1147PXLDAE3;1856903;1020-120937
ABAKUS-441-1147PXLDCE;1856905;1020-120938
ABAKUS-441-1147PXLDCE2;1856907;1020-120939
ABAKUS-441-1177PXNDAM1;1275741;1070-100429
ABAKUS-441-1177PXNDAM2;806564;1070-1256
ABAKUS-441-11AZLMLDEM2;3608704;1020-128646
ABAKUS-441-11AZRMLDEM2;3608705;1020-128647
ABAKUS-441-11J1LMLEAM2;3608711;1020-128653
ABAKUS-441-11J1RMLEAM2;3608713;1020-128655
ABAKUS-441-11J9PMLDEM2;4119546;1020-130933
ABAKUS-441-1401N-BU;1857393;1010-105784
ABAKUS-441-1401N-YU;1857395;1010-107315
ABAKUS-441-1401PXBE-C;1372711;1010-105855
ABAKUS-441-1411N-UE;1857429;1010-107328
ABAKUS-441-1606LTU-VS;1275773;1070-100430
ABAKUS-441-1606L-UE-C;1857581;1010-105812
ABAKUS-441-1606L-UE-Y;1209444;1010-102901
ABAKUS-441-1606RTU-VS;1274846;1070-100424
ABAKUS-441-1606R-UE-C;1857583;1010-105813
ABAKUS-441-1606R-UE-Y;1251304;1010-102988
ABAKUS-441-1609F3BEVC;1857591;1010-107375
ABAKUS-441-1609L;1857593;1010-105814
ABAKUS-441-1609L-U-S;1273027;1035-102454
ABAKUS-441-1609R;1857595;1010-105815
ABAKUS-441-1609R-U-S;1248204;1035-102397
ABAKUS-441-1610F3BEVC;1857598;1010-107376
ABAKUS-441-1610L;1857601;1020-117305
ABAKUS-441-1610L-U-S;1271032;1070-100343
ABAKUS-441-1610R;1857603;1020-117306
ABAKUS-441-1610R-U-S;1266793;1070-100340
ABAKUS-441-1619F3AE2S;1857637;1040-102088
ABAKUS-441-1619F3AE-C;1372716;1010-105856
ABAKUS-441-1619F4AE-C;1857639;1010-107385
ABAKUS-441-1619F4A-S;1857641;1010-107386
ABAKUS-441-1619F5AE2S;1857643;1010-107387
ABAKUS-441-1619F5AE-C;1857645;1010-107388
ABAKUS-441-1916P3BE-C;1857700;1030-114986
ABAKUS-441-1916P3BE-S;1857702;1030-114987
ABAKUS-441-1916P3UE-CY;1857704;1030-114988
ABAKUS-441-1916P-BE-SR;1857706;1030-114989
ABAKUS-441-1916PCUE-CY;1857708;1030-114990
ABAKUS-441-1976L-UE;1857965;1030-115094
ABAKUS-441-1976R-UE;1195305;1030-104108
ABAKUS-441-1986PXBEVCR;1858033;1030-115120
ABAKUS-441-1986PXBEVS;1858035;1030-115121
ABAKUS-441-1986PXBEVSR;1858037;1030-115122
ABAKUS-441-1986PXUEVCR;1858039;1030-115123
ABAKUS-441-1986PXUEVS;1858041;1030-115124
ABAKUS-441-19A3L-UE;1858120;1030-115161
ABAKUS-441-19A3R-UE;1858122;1030-115162
ABAKUS-441-19AZL-AE;4182866;1030-121291
ABAKUS-441-19AZR-AE;4182867;1030-121292
ABAKUS-441-19B3F3LD-AE;1858156;1030-115179
ABAKUS-441-19B3F4LD-AE;1858158;1030-115180
ABAKUS-441-19B3F5LD-AE;1858160;1030-115181
ABAKUS-441-19B3L-AE;1858162;1030-115182
ABAKUS-441-19B3L-AEV;1858164;1030-115183
ABAKUS-441-19B3R-AE;1858166;1030-115184
ABAKUS-441-19B3R-AEV;1858169;1030-115185
ABAKUS-441-19D3L-UE;1858251;1030-115227
ABAKUS-441-19D3R-UE;1858253;1030-115228
ABAKUS-441-19F3F3LD-AE;1858282;1030-115242
ABAKUS-441-19F3F4LD-AE;1858284;1030-115243
ABAKUS-441-19F3F5LD-AE;4119498;1030-120722
ABAKUS-441-19F3F6LD-AE;4119499;1030-120723
ABAKUS-441-19F3F7LD-AE;4119500;1030-120724
ABAKUS-441-19F3FXLD-AE;1858286;1030-115244
ABAKUS-441-2003FXAE1;1858331;1020-121114
ABAKUS-441-2003FXAE2;1858333;1020-121115
ABAKUS-441-2003FXAEB2;1858337;1020-121117
ABAKUS-441-2003L-UE;1858339;1020-117311
ABAKUS-441-2003P-AE;1221800;1035-102370
ABAKUS-441-2003R-UE;1858341;1020-117312
ABAKUS-441-2050L-UE;1858492;1020-121173
ABAKUS-441-2050R-UE;1858494;1020-121174
ABAKUS-441-2053L-AQ;1858500;1020-121177
ABAKUS-441-2053R-AQ;1858502;1020-121178
ABAKUS-441-2072L-UE;3667851;1020-129579
ABAKUS-441-2072R-UE;3667852;1020-129580
ABAKUS-441-2101N-AE;1858549;1040-102089
ABAKUS-441-2103N-UE;1858553;1040-102091
ABAKUS-441-2516L-UD;3234309;1125-122514
ABAKUS-441-2516R-UD;3234310;1125-122515
ABAKUS-441-2517L-UD;3234311;1125-122516
ABAKUS-441-2517L-UDN;3234312;1125-122517
ABAKUS-441-2517R-UD;3234313;1125-122518
ABAKUS-441-2517R-UDN;3234314;1125-122519
ABAKUS-441-2526L-UD;3232626;1020-126836
ABAKUS-441-2526R-UD;3232627;1020-126837
ABAKUS-441-2908L-UE;3232317;1040-102801
ABAKUS-441-2908R-UE;3232318;1040-102802
ABAKUS-442-1418N-UE;3234679;1010-108875
ABAKUS-445-1401N-U--B;1861097;1010-107580
ABAKUS-445-1401N-U--Y;1861099;1010-107581
ABAKUS-446-2104N-AQ;3538111;1040-103219
ABAKUS-447-1103L-LDEM2;3608821;1020-128754
ABAKUS-447-1103L-LEBM2;3608822;1020-128755
ABAKUS-447-1103R-LDEM2;3608823;1020-128756
ABAKUS-447-1103R-LEBM2;3608824;1020-128757
ABAKUS-449-1405N-AEN;3693591;1040-103390
ABAKUS-449-1901PXWEVC;1861867;1030-115749
ABAKUS-449-1901PXWEVS;1861869;1030-115750
ABAKUS-47-441-1111LELD;1862952;1020-121811
ABAKUS-47-441-1111RELD;1862954;1020-121812
ABAKUS-47-441-1115LELD;1862968;1020-121819
ABAKUS-47-441-1115RELD;1862970;1020-121820
ABAKUS-47-552-1103L-LD;3950907;1040-103772
ABAKUS-47-552-1103R-LD;3950908;1040-103773
ABAKUS-54#552-1121NAUD;3639426;2271-106697
ABAKUS-54-441-11A8NAUD;1883080;2271-103533
ABAKUS-54-550-1120N-UD;1883140;2271-103535
ABAKUS-550-1117L-LD-E;1228620;1020-105739
ABAKUS-550-1117R-LD-E;1272930;1020-105630
ABAKUS-550-1126L-LD-EM;1196717;1020-105665
ABAKUS-550-1126R-LD-EM;1251588;1020-105799
ABAKUS-550-1132PXNDAM1;1883384;1020-121874
ABAKUS-550-1132PXNDAM2;1883385;1020-121875
ABAKUS-550-1607N-AE2;1883462;1035-102937
ABAKUS-550-1916L-LD-UE;1273992;1030-104329
ABAKUS-550-1916R-LD-UE;1212484;1030-104134
ABAKUS-550-1920L-UE;1274947;1030-104347
ABAKUS-550-1920PXBE-CR;1883476;1030-115777
ABAKUS-550-1920PXBE-S;1883477;1030-115778
ABAKUS-550-1920R-UE;1239496;1030-104194
ABAKUS-550-2015L-UQ;1883531;1020-121939
ABAKUS-550-2015R-UQ;1883532;1020-121940
ABAKUS-551-1176L-LDEM2;1883679;1020-122075
ABAKUS-551-1176LMLD-EM;1883680;1020-122076
ABAKUS-551-1176R-LD-EM;1883681;1020-122077
ABAKUS-551-1176R-LDEM2;1883682;1020-122078
ABAKUS-551-1176RMLD-EM;1883683;1020-122079
ABAKUS-551-1184LMLD-EM;1883697;1020-122093
ABAKUS-551-1184RMLD-EM;1883698;1020-122094
ABAKUS-551-1185LMLEMN2;3608883;1020-128807
ABAKUS-551-1185LNLEHM2;1883700;1020-122096
ABAKUS-551-1185RMLEMN2;3608884;1020-128808
ABAKUS-551-1185RNLEHM2;1883702;1020-122098
ABAKUS-551-11A4L-LDEM1;1883732;1020-122126
ABAKUS-551-11A4L-LDEM2;1883733;1020-122127
ABAKUS-551-11A4R-LDEM1;1883734;1020-122128
ABAKUS-551-11A4R-LDEM2;1883735;1020-122129
ABAKUS-551-1403N-UE;1883754;1010-105826
ABAKUS-551-1403N-UE-C;1883755;1010-107617
ABAKUS-551-1403P3BEVC;1271409;1010-103039
ABAKUS-551-1403P3BEVS;1883756;1010-107618
ABAKUS-551-1408N-UE;1883762;1010-107623
ABAKUS-551-1930L-UE;1273238;1030-104314
ABAKUS-551-1930R-UE;1198446;1030-104016
ABAKUS-551-1982L-UE;1883911;1030-115933
ABAKUS-551-1982R-UE;1883913;1030-115935
ABAKUS-551-1983L-UE;1883915;1030-115937
ABAKUS-551-1983R-UE;1883917;1030-115939
ABAKUS-551-4001L-LD-UE;1883978;1030-115972
ABAKUS-551-4001R-LD-UE;1883979;1030-115973
ABAKUS-552-1110L-LD-EM;1259884;1020-105826
ABAKUS-552-1110L-LDEMU;3608903;1020-128823
ABAKUS-552-1110R-LD-EM;1231512;1020-105747
ABAKUS-552-1110R-LDEMU;3608905;1020-128824
ABAKUS-552-1118L-LD-EM;1272436;1020-105898
ABAKUS-552-1118R-LD-EM;1200462;1020-105669
ABAKUS-552-1403N-UE;1256792;1010-102844
ABAKUS-552-1506L-UE;1228505;1010-102935
ABAKUS-552-1506R-UE;1254431;1010-103002
ABAKUS-552-1907PXUEVB;1884066;1030-115983
ABAKUS-661-1131L-LD-EM;1888487;1020-117385
ABAKUS-661-1131R-LD-EM;1888488;1020-117386
ABAKUS-661-1513L-UE;1888626;1010-107689
ABAKUS-661-1513L-UE-C;1888627;1010-107690
ABAKUS-661-1513R-UE;1888628;1010-107691
ABAKUS-661-1513R-UE-C;1888629;1010-107692
ABAKUS-661-1516L-UE;1373191;1010-105860
ABAKUS-661-1516R-UE;1888634;1010-107697
ABAKUS-661-1911L-LD-UE;1245419;1030-104207
ABAKUS-661-1911R-LD-UE;1245483;1030-104208
ABAKUS-661-2019N-UQ;1888721;1020-122379
ABAKUS-661-2027L-UE;3667917;1020-129635
ABAKUS-661-2027R-UE;3667918;1020-129636
ABAKUS-663-1109LMLD-EM;1888802;1020-122407
ABAKUS-663-1109RMLD-EM;1888803;1020-122408
ABAKUS-771-1503N-UE2;3234695;1010-108888
ABAKUS-773-2018L-AQ;1892974;1020-122739
ABAKUS-D41-1113PMLDEM2;4119559;1020-130944
ABAKUS-D41-1601F3AEVC;2006670;1010-107845
ABAKUS-D41-1601F-AEVC;2006673;1010-107846
ABAKUS-L04-210-0007LED;4683141;NULL
ABAKUS-L16-210-0003LED;4683148;NULL
ABAKUS-L38-210-0001LED;3538139;1040-103247
ABAKUS-L38-210-0002LED;3538140;1040-103248
ABAKUS-L42-210-0001LED;3538141;1040-103249
ABAKUS-L53-210-0001LED;3538145;1040-103253
ABAKUS-L53-210-0007LED;4683173;NULL
ABAKUS-L54-210-0002LED;3538149;1040-103257
ABS-0547Q;1262633;1440-110723
ABS-0548Q;1270156;1440-110906
ABS-0617Q;1217905;1440-109538
ABS-0618Q;1258346;1440-110614
ABS-0650Q;1274467;1440-110959
ABS-0651Q;1203865;1440-109081
ABS-0754Q;1304923;1440-111571
ABS-0756Q;1293924;1440-111372
ABS-08.2958.14;3085597;1420-162820
ABS-08.2985.10;3085599;1420-162822
ABS-08.4177.10;3085619;1420-162839
ABS-08.4929.14;3085635;1420-162854
ABS-08.5085.11;3085649;1420-162867
ABS-08.5952.10;3085740;1420-162952
ABS-08.7238.11;3085780;1420-162987
ABS-08.7724.10;3085797;1420-163003
ABS-08.7724.20;3085798;1420-163004
ABS-08.7725.10;3085799;1420-163005
ABS-08.7725.20;3085800;1420-163006
ABS-08.7860.10;3085808;1420-163014
ABS-08.8163.21;3085819;1420-163025
ABS-08.8405.11;3085827;1420-163030
ABS-08.9502.11;3085875;1420-163071
ABS-08.9580.11;3085882;1420-163077
ABS-08.9759.20;3085897;1420-163091
ABS-08.9975.11;3085907;1420-163100
ABS-08.A708.11;3085995;1420-163169
ABS-08.A715.11;3085998;1420-163172
ABS-08.A725.11;3086000;1420-163174
ABS-08.A729.17;1686881;1420-121633
ABS-08.B348.41;3086037;1420-163204
ABS-08.B395.27;3138002;1420-164453
ABS-08.B413.11;3086045;1420-163210
ABS-08.C352.11;3086091;1420-163252
ABS-08.C352.21;3086092;1420-163253
ABS-0889Q;1280843;1440-111093
ABS-09.3148.14;3086122;1420-163281
ABS-09.4987.21;3086146;1420-163302
ABS-09.5196.11;3086171;1420-163324
ABS-09.8404.11;3086438;1420-163563
ABS-09.8475.10;3086443;1420-163568
ABS-09.8681.11;3086470;1420-163590
ABS-09.8695.11;3086473;1420-163593
ABS-09.8760.11;3086477;1420-163597
ABS-09.8969.21;3086511;1420-163628
ABS-09.9078.21;3086518;1420-163635
ABS-09.9145.11;3086533;1420-163647
ABS-09.9167.11;3086543;1420-163654
ABS-09.9464.11;3086573;1420-163681
ABS-09.9468.11;3086575;1420-163683
ABS-09.9610.11;3086623;1420-163723
ABS-09.9618.14;3086630;1420-163729
ABS-09.9618.24;3086631;1420-163730
ABS-09.9619.11;3086632;1420-163731
ABS-09.9758.10;3086652;1420-163750
ABS-09.9760.10;3086653;1420-163751
ABS-09.A532.21;3086825;1420-163897
ABS-09.A727.11;3086872;1420-163935
ABS-09.A727.21;3086875;1420-163936
ABS-09.A905.11;3086922;1420-163982
ABS-09.A922.14;3086931;1420-163990
ABS-09.B436.41;3086996;1420-164053
ABS-09.B436.51;3086997;1420-164054
ABS-09.B975.11;3087094;1420-164141
ABS-09.C138.11;3087108;1420-164153
ABS-09.C175.11;3087114;1420-164158
ABS-09.C209.11;3087123;1420-164167
ABS-09.C245.11;3087130;1420-164174
ABS-09.C285.11;3087135;1420-164179
ABS-09.C544.11;3087188;1420-164232
ABS-09.C545.11;3087189;1420-164233
ABS-09.D064.21;3138019;1420-164470
ABS-09.D208.11;3087229;1420-164273
ABS-09.D509.11;3138029;1420-164480
ABS-09.D524.13;3330005;1420-165126
ABS-09.N265.21;3087256;1420-164298
ABS-09.N266.21;3087257;1420-164299
ABS-0921Q;4569497;1440-169101
ABS-0929Q;4569499;1440-169103
ABS-0982Q;1688751;1440-137120
ABS-1070Q;1691877;1440-137145
ABS-1075;1234136;1440-110021
ABS-1081Q;1257481;1440-110586
ABS-11000;4634241;1440-169722
ABS-11000;4712343;1440-171775
ABS-11001;4634242;1440-169723
ABS-11001;4712345;1440-171777
ABS-11004;4634243;1440-169724
ABS-11004;4712350;1440-171782
ABS-11033;4634272;1440-169751
ABS-11033;4712352;1440-171784
ABS-11034;4634273;1440-169752
ABS-11034;4712353;1440-171785
ABS-111408;1300829;1410-105565
ABS-111417;1287441;1410-105392
ABS-111434;1692465;1410-123339
ABS-111468;3084895;1410-141126
ABS-111483;3084910;1410-141141
ABS-111488;3084915;1410-141146
ABS-111548;3084975;1410-141206
ABS-11170;4712428;1440-171860
ABS-11170;4634387;1440-169862
ABS-11171;4634388;1440-169863
ABS-11171;4712552;1440-171984
ABS-11218;4712369;1440-171801
ABS-11218;4634413;1440-169886
ABS-11221;4712351;1440-171783
ABS-11221;4634414;1440-169887
ABS-11306;4712597;1440-172029
ABS-11306;4634487;1440-169959
ABS-11307;4634488;1440-169960
ABS-11307;4712598;1440-172030
ABS-11317;4712360;1440-171792
ABS-11317;4634498;1440-169969
ABS-11357;4712404;1440-171836
ABS-11357;4634533;1440-170004
ABS-11358;4634534;1440-170005
ABS-11358;4712392;1440-171824
ABS-11404;3556417;1440-158120
ABS-11404;4712655;1440-172087
ABS-11405;4712656;1440-172088
ABS-11405;3556418;1440-158121
ABS-1188Q;1221145;1440-109630
ABS-1211Q;1246841;1440-110356
ABS-1211Q;4712703;1440-172127
ABS-1218Q;4712705;1440-172129
ABS-1218Q;1206666;1440-109178
ABS-1273Q;4712709;1440-172133
ABS-1273Q;1246225;1440-110341
ABS-1351;1228638;1440-109848
ABS-15112;1214040;1420-105827
ABS-15117;1708124;1420-121650
ABS-15315;1227104;1420-106016
ABS-15706;1708493;1420-121677
ABS-15839;1708620;1420-121701
ABS-15841;1708621;1420-121702
ABS-15857;1227881;1420-106024
ABS-15880;1222623;1420-105957
ABS-16061;1268741;1420-106554
ABS-16219;1209620;1420-105753
ABS-16324;1709485;1420-120746
ABS-16324;2847140;1420-138987
ABS-16452;1236217;1420-106159
ABS-16454;1207044;1420-105706
ABS-1648Q;4712711;1440-172135
ABS-1648Q;1262523;1440-110721
ABS-1649Q;4712773;1440-172197
ABS-1649Q;1260135;1440-110657
ABS-16899;1223901;1420-105976
ABS-16944;1203688;1420-105644
ABS-16950;1187475;1420-105477
ABS-17336;1205515;1420-105680
ABS-17338;1287938;1420-106731
ABS-17347;1711421;1420-122064
ABS-17348;1208793;1420-105742
ABS-17357;1305214;1420-106885
ABS-17520;1711488;1420-122115
ABS-17521;1204305;1420-105655
ABS-17522;1290192;1420-106754
ABS-1755Q;1196380;1440-108838
ABS-17569;1711501;1420-122126
ABS-17586;1212284;1420-105796
ABS-17587;1204489;1420-105660
ABS-17621;1711523;1420-122139
ABS-17632;1205461;1420-105678
ABS-17645;1237614;1420-106178
ABS-17647;1295175;1420-106808
ABS-1769Q;1198775;1440-108904
ABS-17789;1711609;1420-122189
ABS-17818;1217146;1420-105880
ABS-17835;1711627;1420-122205
ABS-17835C;1214059;1420-105828
ABS-17848;1231309;1420-106081
ABS-17850;1300527;1420-106859
ABS-17851;1189430;1420-105493
ABS-17890;1228618;1420-106034
ABS-17924;1286764;1420-106726
ABS-17948;1711678;1420-122245
ABS-17976;1208278;1420-105731
ABS-17980;1711696;1420-122261
ABS-17981;1271575;1420-106581
ABS-17981C;1218847;1420-105906
ABS-1798Q;1251881;1440-110471
ABS-18117;1219137;1420-105908
ABS-18129;1272907;1420-106588
ABS-18142;1233356;1420-106109
ABS-18155;1222017;1420-105952
ABS-18158;1190753;1420-105505
ABS-18160C;1230118;1420-106061
ABS-18164;1224921;1420-105989
ABS-18177;1282933;1420-106686
ABS-18182;1223094;1420-105965
ABS-18208;1295070;1420-106806
ABS-18221;1215048;1420-105842
ABS-18238;1712609;1420-122349
ABS-18273;1296854;1420-106833
ABS-18289;1712853;1420-153144
ABS-18290;1257359;1420-106428
ABS-18300;1199403;1420-105587
ABS-18316;1227724;1420-106022
ABS-18339;1260415;1420-106467
ABS-18380;1712972;1420-122406
ABS-18409;1263812;1420-106508
ABS-1841Q;1713059;1440-137251
ABS-18423;1713071;1420-122428
ABS-18457;1713190;1420-122444
ABS-18458;1280198;1420-106656
ABS-18460;1261045;1420-106472
ABS-18465;1293494;1420-106794
ABS-18469;1274302;1420-106600
ABS-18493;1713249;1420-122468
ABS-18495;1713251;1420-122470
ABS-18496;1713252;1420-122471
ABS-18519;3087275;1420-164311
ABS-18520;3087276;1420-164312
ABS-18525;1713298;1420-122494
ABS-18527;1713300;1420-122496
ABS-18557;1713414;1420-122514
ABS-18560;1713419;1420-122517
ABS-18561;1713420;1420-122518
ABS-18612;3087323;1420-164351
ABS-18622;3087333;1420-157767
ABS-18629;3087340;1420-164364
ABS-18685;3087396;1420-164415
ABS-18722;3138055;1420-164503
ABS-18799;3959751;1420-179236
ABS-1881Q;1713702;1440-137283
ABS-200002;1187276;1580-102610
ABS-200002;2980100;1580-125653
ABS-200004;2980102;1580-125655
ABS-200004;1234298;1580-103057
ABS-200011;2980108;1580-125661
ABS-200011;1241326;1580-103119
ABS-200012;2980109;1580-125662
ABS-200012;1238465;1580-103093
ABS-200013;1255381;1580-103251
ABS-200013;2980110;1580-125663
ABS-200023;1220565;1580-102925
ABS-200023;2980118;1580-125671
ABS-200029;2980122;1580-125675
ABS-200029;1268547;1580-103340
ABS-200033;2980126;1580-125679
ABS-200033;1273408;1580-103368
ABS-200042;1196502;1580-102652
ABS-200042;2981003;1580-126554
ABS-200149;2980204;1580-125757
ABS-200149;1236895;1580-103076
ABS-200353;2981087;1580-126638
ABS-200353;1193857;1580-102639
ABS-200404;1297751;1580-103496
ABS-200404;2980313;1580-125866
ABS-200416;1304372;1580-103517
ABS-200416;2980320;1580-125873
ABS-200425;2980324;1580-125877
ABS-200425;1238666;1580-103097
ABS-200577;1234567;1580-103060
ABS-200577;2981124;1580-126675
ABS-200698;1227843;1580-102995
ABS-200698;2980499;1580-126052
ABS-200812;1214688;1580-102852
ABS-200812;2981178;1580-126729
ABS-200815;2980540;1580-126093
ABS-200815;1268451;1580-103339
ABS-200822;1719483;1580-118068
ABS-200822;2981182;1580-126733
ABS-200901;1211667;1580-102814
ABS-200901;2980581;1580-126134
ABS-200908;1242071;1580-103130
ABS-200908;2981202;1580-126753
ABS-200961;2981225;1580-126776
ABS-200961;1262261;1580-103297
ABS-200978;1220131;1580-102917
ABS-200978;2980604;1580-126157
ABS-201000;1241688;1580-103125
ABS-201000;2981242;1580-126793
ABS-201081;1276093;1580-103374
ABS-201081;2981271;1580-126822
ABS-201118;1719560;1580-118119
ABS-201118;2980661;1580-126214
ABS-201122;2980663;1580-126216
ABS-201122;1272348;1580-103365
ABS-201140;2981297;1580-126848
ABS-201140;1210834;1580-102804
ABS-201245;2980694;1580-126247
ABS-201245;1277507;1580-103386
ABS-201346;1225677;1580-102971
ABS-201346;2981359;1580-126910
ABS-201400;1719677;1580-118192
ABS-201400;2980767;1580-126320
ABS-201402;2980769;1580-126322
ABS-201402;1260173;1580-103279
ABS-201457;1223151;1580-102949
ABS-201457;2981384;1580-126935
ABS-201458;1204340;1580-102738
ABS-201458;2980797;1580-126350
ABS-201477;2980805;1580-126358
ABS-201477;3087718;1580-128788
ABS-201586;2980841;1580-126392
ABS-201586;3087721;1580-127400
ABS-201593;1252618;1580-103221
ABS-201637;1719755;1580-118243
